incident_hour,is_male,is_couple,Average high in ºF ,Average low in ºF ,Days with precipitation ,Av. precipitation in inch ,total_sunlight,total_dark
10,1,1,52,32,13,6.1,685,755
11,1,1,52,32,13,6.1,685,755
21,1,1,52,32,13,6.1,685,755
17,1,1,52,32,13,6.1,685,755
1,1,1,52,32,13,6.1,685,755
23,1,1,52,32,13,6.1,685,755
10,1,1,52,32,13,6.1,685,755
10,1,1,52,32,13,6.1,685,755
22,1,1,52,32,13,6.1,685,755
21,1,1,52,32,13,6.1,685,755
2,1,1,52,32,13,6.1,685,755
22,1,1,52,32,13,6.1,685,755
20,1,1,52,32,13,6.1,685,755
21,1,1,52,32,13,6.1,685,755
19,1,1,52,32,13,6.1,685,755
7,1,1,52,32,13,6.1,685,755
4,1,1,52,32,13,6.1,685,755
12,1,1,52,32,13,6.1,685,755
16,1,1,52,32,13,6.1,685,755
1,1,1,52,32,13,6.1,685,755
11,1,1,52,32,13,6.1,685,755
21,1,1,52,32,13,6.1,685,755
22,1,1,52,32,13,6.1,685,755
1,1,1,52,32,13,6.1,685,755
21,1,1,52,32,13,6.1,685,755
15,1,1,52,32,13,6.1,685,755
20,0,1,52,32,13,6.1,685,755
19,1,1,52,32,13,6.1,685,755
0,1,1,52,32,13,6.1,685,755
4,1,1,52,32,13,6.1,685,755
0,1,1,52,32,13,6.1,685,755
18,1,1,52,32,13,6.1,685,755
21,1,1,52,32,13,6.1,685,755
6,1,1,52,32,13,6.1,685,755
0,0,1,52,32,13,6.1,685,755
20,0,1,52,32,13,6.1,685,755
11,0,1,52,32,13,6.1,685,755
22,0,1,52,32,13,6.1,685,755
21,0,1,52,32,13,6.1,685,755
17,0,1,52,32,13,6.1,685,755
10,1,1,52,32,13,6.1,685,755
14,1,1,52,32,13,6.1,685,755
21,1,1,52,32,13,6.1,685,755
16,1,1,52,32,13,6.1,685,755
16,1,1,52,32,13,6.1,685,755
17,1,1,52,32,13,6.1,685,755
22,1,1,52,32,13,6.1,685,755
1,1,1,52,32,13,6.1,685,755
6,1,1,52,32,13,6.1,685,755
18,1,1,52,32,13,6.1,685,755
0,1,1,52,32,13,6.1,685,755
11,1,1,52,32,13,6.1,685,755
21,1,1,52,32,13,6.1,685,755
18,1,1,52,32,13,6.1,685,755
0,1,1,52,32,13,6.1,685,755
19,1,1,52,32,13,6.1,685,755
21,0,0,52,32,13,6.1,685,755
23,1,0,52,32,13,6.1,685,755
20,0,1,52,32,13,6.1,685,755
6,0,1,52,32,13,6.1,685,755
21,0,1,52,32,13,6.1,685,755
1,1,1,52,32,13,6.1,685,755
0,1,1,52,32,13,6.1,685,755
6,1,1,52,32,13,6.1,685,755
0,1,1,52,32,13,6.1,685,755
19,1,1,52,32,13,6.1,685,755
11,1,1,52,32,13,6.1,685,755
5,1,1,52,32,13,6.1,685,755
19,1,1,52,32,13,6.1,685,755
13,1,1,52,32,13,6.1,685,755
12,1,1,52,32,13,6.1,685,755
0,0,1,52,32,13,6.1,685,755
14,0,1,52,32,13,6.1,685,755
12,0,1,52,32,13,6.1,685,755
9,1,1,52,32,13,6.1,685,755
22,1,1,52,32,13,6.1,685,755
9,1,1,52,32,13,6.1,685,755
22,1,1,52,32,13,6.1,685,755
6,1,1,52,32,13,6.1,685,755
0,1,1,52,32,13,6.1,685,755
18,1,1,52,32,13,6.1,685,755
20,1,1,52,32,13,6.1,685,755
0,1,1,52,32,13,6.1,685,755
7,1,1,52,32,13,6.1,685,755
8,0,0,52,32,13,6.1,687,753
5,1,0,52,32,13,6.1,687,753
8,1,0,52,32,13,6.1,687,753
8,1,0,52,32,13,6.1,687,753
16,1,0,52,32,13,6.1,687,753
23,1,0,52,32,13,6.1,687,753
19,1,0,52,32,13,6.1,687,753
19,1,0,52,32,13,6.1,687,753
4,0,1,52,32,13,6.1,687,753
17,0,1,52,32,13,6.1,687,753
2,0,1,52,32,13,6.1,687,753
16,0,1,52,32,13,6.1,687,753
19,0,1,52,32,13,6.1,687,753
20,0,1,52,32,13,6.1,687,753
9,0,1,52,32,13,6.1,687,753
0,0,1,52,32,13,6.1,687,753
3,0,1,52,32,13,6.1,687,753
13,0,1,52,32,13,6.1,687,753
23,0,1,52,32,13,6.1,687,753
23,0,1,52,32,13,6.1,687,753
9,0,1,52,32,13,6.1,687,753
17,0,1,52,32,13,6.1,687,753
22,0,1,52,32,13,6.1,687,753
5,0,1,52,32,13,6.1,687,753
12,0,1,52,32,13,6.1,687,753
22,0,1,52,32,13,6.1,687,753
1,0,1,52,32,13,6.1,687,753
18,0,1,52,32,13,6.1,687,753
9,0,1,52,32,13,6.1,687,753
15,1,1,52,32,13,6.1,687,753
17,1,1,52,32,13,6.1,687,753
5,1,1,52,32,13,6.1,687,753
11,1,1,52,32,13,6.1,687,753
23,1,1,52,32,13,6.1,687,753
14,1,1,52,32,13,6.1,687,753
4,1,1,52,32,13,6.1,687,753
9,1,1,52,32,13,6.1,687,753
12,1,1,52,32,13,6.1,687,753
17,1,1,52,32,13,6.1,687,753
16,1,1,52,32,13,6.1,687,753
8,1,1,52,32,13,6.1,687,753
8,1,1,52,32,13,6.1,687,753
16,1,1,52,32,13,6.1,687,753
18,1,1,52,32,13,6.1,687,753
13,1,1,52,32,13,6.1,687,753
4,1,1,52,32,13,6.1,687,753
17,1,1,52,32,13,6.1,687,753
13,1,1,52,32,13,6.1,687,753
5,1,1,52,32,13,6.1,687,753
14,1,1,52,32,13,6.1,687,753
1,1,1,52,32,13,6.1,687,753
7,1,1,52,32,13,6.1,687,753
10,1,1,52,32,13,6.1,687,753
19,1,1,52,32,13,6.1,687,753
0,1,1,52,32,13,6.1,687,753
5,1,1,52,32,13,6.1,687,753
10,1,1,52,32,13,6.1,687,753
19,1,1,52,32,13,6.1,687,753
18,1,1,52,32,13,6.1,687,753
20,1,1,52,32,13,6.1,687,753
23,1,1,52,32,13,6.1,687,753
16,1,1,52,32,13,6.1,687,753
20,1,1,52,32,13,6.1,687,753
19,1,1,52,32,13,6.1,687,753
16,1,1,52,32,13,6.1,687,753
20,1,1,52,32,13,6.1,687,753
16,1,1,52,32,13,6.1,687,753
19,1,1,52,32,13,6.1,687,753
11,1,1,52,32,13,6.1,687,753
23,1,1,52,32,13,6.1,687,753
14,1,1,52,32,13,6.1,687,753
9,1,1,52,32,13,6.1,687,753
22,1,1,52,32,13,6.1,687,753
19,1,1,52,32,13,6.1,687,753
12,1,1,52,32,13,6.1,687,753
10,1,1,52,32,13,6.1,687,753
0,1,1,52,32,13,6.1,687,753
22,1,1,52,32,13,6.1,687,753
18,1,1,52,32,13,6.1,687,753
2,1,1,52,32,13,6.1,687,753
12,1,1,52,32,13,6.1,687,753
21,1,1,52,32,13,6.1,687,753
2,0,1,52,32,13,6.1,687,753
21,0,1,52,32,13,6.1,687,753
18,1,1,52,32,13,6.1,687,753
21,1,1,52,32,13,6.1,687,753
21,1,1,52,32,13,6.1,687,753
16,1,1,52,32,13,6.1,687,753
18,1,1,52,32,13,6.1,687,753
0,1,1,52,32,13,6.1,687,753
21,0,1,52,32,13,6.1,687,753
23,1,1,52,32,13,6.1,687,753
22,1,1,52,32,13,6.1,687,753
21,1,1,52,32,13,6.1,687,753
15,1,1,52,32,13,6.1,687,753
15,1,1,52,32,13,6.1,687,753
21,1,1,52,32,13,6.1,687,753
22,1,1,52,32,13,6.1,687,753
19,1,1,52,32,13,6.1,687,753
0,1,1,52,32,13,6.1,687,753
20,1,1,52,32,13,6.1,687,753
22,1,1,52,32,13,6.1,687,753
7,1,1,52,32,13,6.1,687,753
23,1,1,52,32,13,6.1,687,753
8,1,0,52,32,13,6.1,687,753
3,1,1,52,32,13,6.1,687,753
5,1,1,52,32,13,6.1,687,753
18,1,1,52,32,13,6.1,687,753
2,1,1,52,32,13,6.1,687,753
9,0,1,52,32,13,6.1,687,753
7,0,1,52,32,13,6.1,687,753
22,0,1,52,32,13,6.1,687,753
23,0,1,52,32,13,6.1,687,753
3,1,1,52,32,13,6.1,687,753
23,1,1,52,32,13,6.1,687,753
9,1,1,52,32,13,6.1,687,753
5,1,1,52,32,13,6.1,687,753
17,1,1,52,32,13,6.1,687,753
10,1,1,52,32,13,6.1,687,753
18,1,1,52,32,13,6.1,687,753
20,1,1,52,32,13,6.1,687,753
11,1,1,52,32,13,6.1,687,753
11,1,1,52,32,13,6.1,687,753
7,1,1,52,32,13,6.1,687,753
8,0,0,52,32,13,6.1,687,753
20,0,1,52,32,13,6.1,687,753
4,1,1,52,32,13,6.1,687,753
20,1,1,52,32,13,6.1,687,753
23,0,1,52,32,13,6.1,687,753
0,0,1,52,32,13,6.1,687,753
16,1,1,52,32,13,6.1,687,753
7,1,1,52,32,13,6.1,687,753
7,0,1,52,32,13,6.1,687,753
0,0,1,52,32,13,6.1,687,753
10,1,1,52,32,13,6.1,687,753
20,1,1,52,32,13,6.1,687,753
0,1,1,52,32,13,6.1,687,753
23,1,0,52,32,13,6.1,690,750
3,1,0,52,32,13,6.1,690,750
15,1,0,52,32,13,6.1,690,750
18,1,0,52,32,13,6.1,690,750
13,0,1,52,32,13,6.1,690,750
14,0,1,52,32,13,6.1,690,750
1,0,1,52,32,13,6.1,690,750
20,0,1,52,32,13,6.1,690,750
21,0,1,52,32,13,6.1,690,750
19,0,1,52,32,13,6.1,690,750
22,0,1,52,32,13,6.1,690,750
3,0,1,52,32,13,6.1,690,750
20,0,1,52,32,13,6.1,690,750
20,1,1,52,32,13,6.1,690,750
23,1,1,52,32,13,6.1,690,750
22,1,1,52,32,13,6.1,690,750
14,1,1,52,32,13,6.1,690,750
15,1,1,52,32,13,6.1,690,750
15,1,1,52,32,13,6.1,690,750
7,1,1,52,32,13,6.1,690,750
20,1,1,52,32,13,6.1,690,750
1,1,1,52,32,13,6.1,690,750
19,1,1,52,32,13,6.1,690,750
17,1,1,52,32,13,6.1,690,750
1,1,1,52,32,13,6.1,690,750
21,1,1,52,32,13,6.1,690,750
12,1,1,52,32,13,6.1,690,750
15,1,1,52,32,13,6.1,690,750
23,1,1,52,32,13,6.1,690,750
6,1,1,52,32,13,6.1,690,750
16,1,1,52,32,13,6.1,690,750
14,1,1,52,32,13,6.1,690,750
5,1,1,52,32,13,6.1,690,750
15,1,1,52,32,13,6.1,690,750
20,1,1,52,32,13,6.1,690,750
13,1,1,52,32,13,6.1,690,750
22,1,1,52,32,13,6.1,690,750
18,1,1,52,32,13,6.1,690,750
20,1,1,52,32,13,6.1,690,750
16,1,1,52,32,13,6.1,690,750
10,1,1,52,32,13,6.1,690,750
11,1,1,52,32,13,6.1,690,750
12,1,1,52,32,13,6.1,690,750
0,1,1,52,32,13,6.1,690,750
22,1,1,52,32,13,6.1,690,750
0,1,1,52,32,13,6.1,690,750
1,1,1,52,32,13,6.1,690,750
6,1,1,52,32,13,6.1,690,750
2,1,1,52,32,13,6.1,690,750
12,1,1,52,32,13,6.1,690,750
23,1,1,52,32,13,6.1,690,750
20,1,1,52,32,13,6.1,690,750
8,1,1,52,32,13,6.1,690,750
21,1,1,52,32,13,6.1,690,750
6,1,1,52,32,13,6.1,690,750
22,1,1,52,32,13,6.1,690,750
22,1,1,52,32,13,6.1,690,750
21,1,1,52,32,13,6.1,690,750
12,0,1,52,32,13,6.1,690,750
23,0,1,52,32,13,6.1,690,750
15,1,1,52,32,13,6.1,690,750
4,1,1,52,32,13,6.1,690,750
13,0,1,52,32,13,6.1,690,750
22,0,1,52,32,13,6.1,690,750
22,0,1,52,32,13,6.1,690,750
15,1,1,52,32,13,6.1,690,750
20,1,1,52,32,13,6.1,690,750
9,1,1,52,32,13,6.1,690,750
23,1,1,52,32,13,6.1,690,750
13,1,1,52,32,13,6.1,690,750
0,1,1,52,32,13,6.1,690,750
22,1,1,52,32,13,6.1,690,750
8,1,1,52,32,13,6.1,690,750
4,1,1,52,32,13,6.1,690,750
13,1,1,52,32,13,6.1,690,750
23,1,1,52,32,13,6.1,690,750
1,1,1,52,32,13,6.1,690,750
21,1,1,52,32,13,6.1,690,750
19,1,1,52,32,13,6.1,690,750
16,1,1,52,32,13,6.1,690,750
16,1,1,52,32,13,6.1,690,750
15,0,0,52,32,13,6.1,690,750
23,1,0,52,32,13,6.1,690,750
13,0,1,52,32,13,6.1,690,750
22,1,1,52,32,13,6.1,690,750
16,1,1,52,32,13,6.1,690,750
20,1,1,52,32,13,6.1,690,750
8,1,1,52,32,13,6.1,690,750
2,1,1,52,32,13,6.1,690,750
6,1,1,52,32,13,6.1,690,750
9,0,1,52,32,13,6.1,690,750
19,1,1,52,32,13,6.1,690,750
12,1,1,52,32,13,6.1,690,750
0,0,1,52,32,13,6.1,690,750
0,1,1,52,32,13,6.1,690,750
18,1,1,52,32,13,6.1,690,750
22,0,0,52,32,13,6.1,692,748
21,1,0,52,32,13,6.1,692,748
3,1,0,52,32,13,6.1,692,748
19,1,0,52,32,13,6.1,692,748
15,0,1,52,32,13,6.1,692,748
2,0,1,52,32,13,6.1,692,748
4,0,1,52,32,13,6.1,692,748
1,0,1,52,32,13,6.1,692,748
1,0,1,52,32,13,6.1,692,748
1,0,1,52,32,13,6.1,692,748
4,0,1,52,32,13,6.1,692,748
8,0,1,52,32,13,6.1,692,748
21,0,1,52,32,13,6.1,692,748
5,0,1,52,32,13,6.1,692,748
16,0,1,52,32,13,6.1,692,748
3,0,1,52,32,13,6.1,692,748
21,0,1,52,32,13,6.1,692,748
2,0,1,52,32,13,6.1,692,748
20,0,1,52,32,13,6.1,692,748
1,1,1,52,32,13,6.1,692,748
22,1,1,52,32,13,6.1,692,748
15,1,1,52,32,13,6.1,692,748
15,1,1,52,32,13,6.1,692,748
2,1,1,52,32,13,6.1,692,748
2,1,1,52,32,13,6.1,692,748
3,1,1,52,32,13,6.1,692,748
2,1,1,52,32,13,6.1,692,748
5,1,1,52,32,13,6.1,692,748
0,1,1,52,32,13,6.1,692,748
10,1,1,52,32,13,6.1,692,748
18,1,1,52,32,13,6.1,692,748
10,1,1,52,32,13,6.1,692,748
2,1,1,52,32,13,6.1,692,748
8,1,1,52,32,13,6.1,692,748
2,1,1,52,32,13,6.1,692,748
16,1,1,52,32,13,6.1,692,748
16,1,1,52,32,13,6.1,692,748
0,1,1,52,32,13,6.1,692,748
0,1,1,52,32,13,6.1,692,748
0,1,1,52,32,13,6.1,692,748
9,1,1,52,32,13,6.1,692,748
21,1,1,52,32,13,6.1,692,748
20,1,1,52,32,13,6.1,692,748
17,1,1,52,32,13,6.1,692,748
18,1,1,52,32,13,6.1,692,748
9,1,1,52,32,13,6.1,692,748
23,1,1,52,32,13,6.1,692,748
3,1,1,52,32,13,6.1,692,748
0,1,1,52,32,13,6.1,692,748
2,1,1,52,32,13,6.1,692,748
0,1,1,52,32,13,6.1,692,748
20,1,1,52,32,13,6.1,692,748
15,1,1,52,32,13,6.1,692,748
0,1,1,52,32,13,6.1,692,748
1,1,1,52,32,13,6.1,692,748
15,1,1,52,32,13,6.1,692,748
11,1,1,52,32,13,6.1,692,748
16,1,1,52,32,13,6.1,692,748
5,1,1,52,32,13,6.1,692,748
18,1,1,52,32,13,6.1,692,748
1,1,1,52,32,13,6.1,692,748
5,1,1,52,32,13,6.1,692,748
10,1,1,52,32,13,6.1,692,748
14,1,1,52,32,13,6.1,692,748
17,1,1,52,32,13,6.1,692,748
2,1,1,52,32,13,6.1,692,748
16,1,1,52,32,13,6.1,692,748
3,1,1,52,32,13,6.1,692,748
19,1,1,52,32,13,6.1,692,748
8,1,1,52,32,13,6.1,692,748
1,1,1,52,32,13,6.1,692,748
5,1,1,52,32,13,6.1,692,748
0,1,1,52,32,13,6.1,692,748
16,1,1,52,32,13,6.1,692,748
6,1,1,52,32,13,6.1,692,748
10,1,1,52,32,13,6.1,692,748
16,1,1,52,32,13,6.1,692,748
3,1,1,52,32,13,6.1,692,748
20,1,1,52,32,13,6.1,692,748
2,1,1,52,32,13,6.1,692,748
18,1,1,52,32,13,6.1,692,748
4,1,1,52,32,13,6.1,692,748
20,1,1,52,32,13,6.1,692,748
16,1,1,52,32,13,6.1,692,748
11,1,1,52,32,13,6.1,692,748
9,0,1,52,32,13,6.1,692,748
1,1,1,52,32,13,6.1,692,748
22,1,1,52,32,13,6.1,692,748
22,1,1,52,32,13,6.1,692,748
1,1,1,52,32,13,6.1,692,748
20,0,1,52,32,13,6.1,692,748
0,0,1,52,32,13,6.1,692,748
20,0,1,52,32,13,6.1,692,748
19,0,1,52,32,13,6.1,692,748
21,1,1,52,32,13,6.1,692,748
16,1,1,52,32,13,6.1,692,748
23,1,1,52,32,13,6.1,692,748
20,1,1,52,32,13,6.1,692,748
5,1,1,52,32,13,6.1,692,748
21,1,1,52,32,13,6.1,692,748
9,1,1,52,32,13,6.1,692,748
3,1,1,52,32,13,6.1,692,748
20,1,1,52,32,13,6.1,692,748
0,1,1,52,32,13,6.1,692,748
17,1,1,52,32,13,6.1,692,748
8,1,1,52,32,13,6.1,692,748
0,1,1,52,32,13,6.1,692,748
21,1,1,52,32,13,6.1,692,748
2,1,1,52,32,13,6.1,692,748
20,1,1,52,32,13,6.1,692,748
21,1,1,52,32,13,6.1,692,748
10,1,1,52,32,13,6.1,692,748
14,1,1,52,32,13,6.1,692,748
1,0,0,52,32,13,6.1,692,748
8,1,0,52,32,13,6.1,692,748
22,0,1,52,32,13,6.1,692,748
7,0,1,52,32,13,6.1,692,748
20,0,1,52,32,13,6.1,692,748
18,1,1,52,32,13,6.1,692,748
21,1,1,52,32,13,6.1,692,748
17,1,1,52,32,13,6.1,692,748
1,1,1,52,32,13,6.1,692,748
11,1,1,52,32,13,6.1,692,748
12,1,1,52,32,13,6.1,692,748
5,1,1,52,32,13,6.1,692,748
9,0,1,52,32,13,6.1,692,748
1,1,1,52,32,13,6.1,692,748
20,0,1,52,32,13,6.1,692,748
12,1,1,52,32,13,6.1,692,748
20,1,1,52,32,13,6.1,692,748
2,0,1,52,32,13,6.1,692,748
2,0,1,52,32,13,6.1,692,748
8,0,1,52,32,13,6.1,692,748
11,1,1,52,32,13,6.1,692,748
4,0,1,52,32,13,6.1,692,748
17,0,1,52,32,13,6.1,692,748
8,0,1,52,32,13,6.1,692,748
20,1,1,52,32,13,6.1,692,748
16,1,1,52,32,13,6.1,692,748
2,1,1,52,32,13,6.1,692,748
11,1,1,52,32,13,6.1,692,748
11,1,1,52,32,13,6.1,692,748
19,1,0,52,32,13,6.1,692,748
23,1,1,52,32,13,6.1,692,748
2,1,1,52,32,13,6.1,692,748
10,0,0,52,32,13,6.1,695,745
9,0,0,52,32,13,6.1,695,745
4,0,0,52,32,13,6.1,695,745
18,1,0,52,32,13,6.1,695,745
20,1,0,52,32,13,6.1,695,745
13,1,0,52,32,13,6.1,695,745
18,1,0,52,32,13,6.1,695,745
7,1,0,52,32,13,6.1,695,745
15,1,0,52,32,13,6.1,695,745
11,0,1,52,32,13,6.1,695,745
1,0,1,52,32,13,6.1,695,745
15,0,1,52,32,13,6.1,695,745
0,0,1,52,32,13,6.1,695,745
9,0,1,52,32,13,6.1,695,745
1,0,1,52,32,13,6.1,695,745
21,0,1,52,32,13,6.1,695,745
23,0,1,52,32,13,6.1,695,745
23,0,1,52,32,13,6.1,695,745
0,0,1,52,32,13,6.1,695,745
13,0,1,52,32,13,6.1,695,745
1,0,1,52,32,13,6.1,695,745
2,0,1,52,32,13,6.1,695,745
21,0,1,52,32,13,6.1,695,745
16,0,1,52,32,13,6.1,695,745
1,0,1,52,32,13,6.1,695,745
16,1,1,52,32,13,6.1,695,745
20,1,1,52,32,13,6.1,695,745
4,1,1,52,32,13,6.1,695,745
23,1,1,52,32,13,6.1,695,745
3,1,1,52,32,13,6.1,695,745
18,1,1,52,32,13,6.1,695,745
17,1,1,52,32,13,6.1,695,745
4,1,1,52,32,13,6.1,695,745
22,1,1,52,32,13,6.1,695,745
3,1,1,52,32,13,6.1,695,745
20,1,1,52,32,13,6.1,695,745
0,1,1,52,32,13,6.1,695,745
21,1,1,52,32,13,6.1,695,745
11,1,1,52,32,13,6.1,695,745
1,1,1,52,32,13,6.1,695,745
1,1,1,52,32,13,6.1,695,745
8,1,1,52,32,13,6.1,695,745
1,1,1,52,32,13,6.1,695,745
2,1,1,52,32,13,6.1,695,745
12,1,1,52,32,13,6.1,695,745
3,1,1,52,32,13,6.1,695,745
13,1,1,52,32,13,6.1,695,745
21,1,1,52,32,13,6.1,695,745
7,1,1,52,32,13,6.1,695,745
20,1,1,52,32,13,6.1,695,745
8,1,1,52,32,13,6.1,695,745
2,1,1,52,32,13,6.1,695,745
5,1,1,52,32,13,6.1,695,745
19,1,1,52,32,13,6.1,695,745
1,1,1,52,32,13,6.1,695,745
18,1,1,52,32,13,6.1,695,745
19,1,1,52,32,13,6.1,695,745
2,1,1,52,32,13,6.1,695,745
11,1,1,52,32,13,6.1,695,745
11,1,1,52,32,13,6.1,695,745
20,1,1,52,32,13,6.1,695,745
11,1,1,52,32,13,6.1,695,745
23,1,1,52,32,13,6.1,695,745
23,1,1,52,32,13,6.1,695,745
17,1,1,52,32,13,6.1,695,745
17,1,1,52,32,13,6.1,695,745
17,1,1,52,32,13,6.1,695,745
2,1,1,52,32,13,6.1,695,745
20,1,1,52,32,13,6.1,695,745
3,1,1,52,32,13,6.1,695,745
22,1,1,52,32,13,6.1,695,745
18,1,1,52,32,13,6.1,695,745
4,1,1,52,32,13,6.1,695,745
22,1,1,52,32,13,6.1,695,745
22,1,1,52,32,13,6.1,695,745
0,1,1,52,32,13,6.1,695,745
23,1,1,52,32,13,6.1,695,745
1,1,1,52,32,13,6.1,695,745
2,0,1,52,32,13,6.1,695,745
16,0,1,52,32,13,6.1,695,745
7,1,1,52,32,13,6.1,695,745
15,1,1,52,32,13,6.1,695,745
2,1,1,52,32,13,6.1,695,745
10,1,1,52,32,13,6.1,695,745
20,0,1,52,32,13,6.1,695,745
23,0,1,52,32,13,6.1,695,745
21,0,1,52,32,13,6.1,695,745
22,0,1,52,32,13,6.1,695,745
11,0,1,52,32,13,6.1,695,745
21,0,1,52,32,13,6.1,695,745
18,0,1,52,32,13,6.1,695,745
13,1,1,52,32,13,6.1,695,745
15,1,1,52,32,13,6.1,695,745
21,1,1,52,32,13,6.1,695,745
0,1,1,52,32,13,6.1,695,745
7,1,1,52,32,13,6.1,695,745
17,1,1,52,32,13,6.1,695,745
20,1,1,52,32,13,6.1,695,745
11,1,1,52,32,13,6.1,695,745
13,1,1,52,32,13,6.1,695,745
11,1,1,52,32,13,6.1,695,745
10,1,1,52,32,13,6.1,695,745
21,1,1,52,32,13,6.1,695,745
14,1,1,52,32,13,6.1,695,745
18,1,1,52,32,13,6.1,695,745
18,1,1,52,32,13,6.1,695,745
20,1,1,52,32,13,6.1,695,745
8,1,1,52,32,13,6.1,695,745
9,1,1,52,32,13,6.1,695,745
3,1,1,52,32,13,6.1,695,745
17,1,1,52,32,13,6.1,695,745
11,1,1,52,32,13,6.1,695,745
1,1,1,52,32,13,6.1,695,745
3,1,1,52,32,13,6.1,695,745
22,1,1,52,32,13,6.1,695,745
9,1,1,52,32,13,6.1,695,745
18,1,1,52,32,13,6.1,695,745
0,1,1,52,32,13,6.1,695,745
3,1,1,52,32,13,6.1,695,745
4,1,1,52,32,13,6.1,695,745
10,1,1,52,32,13,6.1,695,745
15,0,0,52,32,13,6.1,695,745
7,1,0,52,32,13,6.1,695,745
13,1,1,52,32,13,6.1,695,745
15,1,1,52,32,13,6.1,695,745
2,0,0,52,32,13,6.1,695,745
10,0,1,52,32,13,6.1,695,745
23,0,1,52,32,13,6.1,695,745
20,0,1,52,32,13,6.1,695,745
0,0,1,52,32,13,6.1,695,745
0,0,1,52,32,13,6.1,695,745
20,1,1,52,32,13,6.1,695,745
3,1,1,52,32,13,6.1,695,745
14,1,1,52,32,13,6.1,695,745
8,1,1,52,32,13,6.1,695,745
0,0,1,52,32,13,6.1,695,745
14,0,0,52,32,13,6.1,695,745
3,1,1,52,32,13,6.1,695,745
15,1,1,52,32,13,6.1,695,745
11,0,1,52,32,13,6.1,695,745
13,0,1,52,32,13,6.1,695,745
4,1,1,52,32,13,6.1,695,745
22,1,1,52,32,13,6.1,695,745
5,1,1,52,32,13,6.1,695,745
20,1,1,52,32,13,6.1,695,745
21,1,1,52,32,13,6.1,695,745
13,1,1,52,32,13,6.1,695,745
16,1,1,52,32,13,6.1,695,745
17,1,1,52,32,13,6.1,695,745
9,1,1,52,32,13,6.1,695,745
3,1,1,52,32,13,6.1,695,745
15,1,1,52,32,13,6.1,695,745
11,1,1,52,32,13,6.1,695,745
11,1,1,52,32,13,6.1,695,745
20,1,1,52,32,13,6.1,695,745
13,0,1,52,32,13,6.1,695,745
17,1,1,52,32,13,6.1,695,745
11,1,1,52,32,13,6.1,695,745
14,1,1,52,32,13,6.1,698,742
14,1,1,52,32,13,6.1,698,742
18,1,0,52,32,13,6.1,698,742
9,1,0,52,32,13,6.1,698,742
16,0,1,52,32,13,6.1,698,742
16,0,1,52,32,13,6.1,698,742
16,0,1,52,32,13,6.1,698,742
14,0,1,52,32,13,6.1,698,742
1,0,1,52,32,13,6.1,698,742
22,0,1,52,32,13,6.1,698,742
2,0,1,52,32,13,6.1,698,742
4,0,1,52,32,13,6.1,698,742
4,0,1,52,32,13,6.1,698,742
4,0,1,52,32,13,6.1,698,742
4,0,1,52,32,13,6.1,698,742
4,0,1,52,32,13,6.1,698,742
4,0,1,52,32,13,6.1,698,742
4,0,1,52,32,13,6.1,698,742
4,0,1,52,32,13,6.1,698,742
9,0,1,52,32,13,6.1,698,742
22,0,1,52,32,13,6.1,698,742
2,0,1,52,32,13,6.1,698,742
3,0,1,52,32,13,6.1,698,742
10,0,1,52,32,13,6.1,698,742
2,0,1,52,32,13,6.1,698,742
12,0,1,52,32,13,6.1,698,742
10,1,1,52,32,13,6.1,698,742
18,1,1,52,32,13,6.1,698,742
2,1,1,52,32,13,6.1,698,742
23,1,1,52,32,13,6.1,698,742
16,1,1,52,32,13,6.1,698,742
17,1,1,52,32,13,6.1,698,742
4,1,1,52,32,13,6.1,698,742
10,1,1,52,32,13,6.1,698,742
14,1,1,52,32,13,6.1,698,742
14,1,1,52,32,13,6.1,698,742
0,1,1,52,32,13,6.1,698,742
20,1,1,52,32,13,6.1,698,742
8,1,1,52,32,13,6.1,698,742
12,1,1,52,32,13,6.1,698,742
23,1,1,52,32,13,6.1,698,742
16,1,1,52,32,13,6.1,698,742
19,1,1,52,32,13,6.1,698,742
19,1,1,52,32,13,6.1,698,742
7,1,1,52,32,13,6.1,698,742
21,1,1,52,32,13,6.1,698,742
9,1,1,52,32,13,6.1,698,742
8,1,1,52,32,13,6.1,698,742
14,1,1,52,32,13,6.1,698,742
23,1,1,52,32,13,6.1,698,742
2,1,1,52,32,13,6.1,698,742
0,1,1,52,32,13,6.1,698,742
19,1,1,52,32,13,6.1,698,742
21,1,1,52,32,13,6.1,698,742
0,1,1,52,32,13,6.1,698,742
4,1,1,52,32,13,6.1,698,742
7,1,1,52,32,13,6.1,698,742
13,1,1,52,32,13,6.1,698,742
17,1,1,52,32,13,6.1,698,742
20,1,1,52,32,13,6.1,698,742
7,1,1,52,32,13,6.1,698,742
18,1,1,52,32,13,6.1,698,742
0,1,1,52,32,13,6.1,698,742
19,1,1,52,32,13,6.1,698,742
9,1,1,52,32,13,6.1,698,742
1,1,1,52,32,13,6.1,698,742
0,1,1,52,32,13,6.1,698,742
0,1,1,52,32,13,6.1,698,742
19,1,1,52,32,13,6.1,698,742
18,1,1,52,32,13,6.1,698,742
2,1,1,52,32,13,6.1,698,742
12,1,1,52,32,13,6.1,698,742
0,1,1,52,32,13,6.1,698,742
18,1,1,52,32,13,6.1,698,742
10,1,1,52,32,13,6.1,698,742
8,1,1,52,32,13,6.1,698,742
